NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
DIEUDONNÉ,Daniel,M.,EXG,Extrême gauche,363,"   1,09","   0,63",non,07603,1.09,0.63
CAVELIER,Martine,Mme,FN,Front national,1496,"   4,49","   2,62",non,07603,4.49,2.62
GIROD,Jean-Pierre,M.,VEC,Les Verts,1155,"   3,47","   2,02",non,07603,3.47,2.02
FLÉAU,Alain,M.,DIV,Divers,171,"   0,51","   0,30",non,07603,0.51,0.3
POUPIN,Christine,Mme,EXG,Extrême gauche,1075,"   3,23","   1,88",non,07603,3.23,1.88
DELAISTRE,Josette,Mme,EXD,Extrême droite,250,"   0,75","   0,43",non,07603,0.75,0.43
BELLET,Eric,M.,DIV,Divers,118,"   0,35","   0,20",non,07603,0.35,0.2
MARCY,Thomas,M.,UDFD,UDF-Mouvement Démocrate,1528,"   4,59","   2,68",non,07603,4.59,2.68
BENSIFI,Hafidh,M.,EXG,Extrême gauche,421,"   1,26","   0,73",non,07603,1.26,0.73
LEROUX,Karin,Mme,MAJ,Majorité présidentielle,259,"   0,78","   0,45",non,07603,0.78,0.45
FABIUS,Laurent,M.,SOC,Socialiste,21599,"  49,87","  29,81",Bal.,07604,49.87,29.81
DUPRAY,Patrice,M.,COM,Communiste,3010,"   6,95","   4,15",non,07604,6.95,4.15
LE MANACH,Pascal,M.,EXG,Extrême gauche,473,"   1,09","   0,65",non,07604,1.09,0.65
MARRE,Régine,Mme,UDFD,UDF-Mouvement Démocrate,2069,"   4,78","   2,85",non,07604,4.78,2.85
PRUD'HOMME,William,M.,DIV,Divers,189,"   0,44","   0,26",non,07604,0.44,0.26
BOURGAIN,Philippe,M.,DIV,Divers,213,"   0,49","   0,29",non,07604,0.49,0.29
BIGOT,Jean-Luc,M.,FN,Front national,1959,"   4,52","   2,70",non,07604,4.52,2.7
ROUX,Marie-Hélène,Mme,UMP,Union pour un Mouvement Populaire,11000,"  25,40","  15,18",Bal.,07604,25.4,15.18
MORIN,Yvette,Mme,EXD,Extrême droite,370,"   0,85","   0,51",non,07604,0.85,0.51
LESCONNEC,Françoise,Mme,VEC,Les Verts,915,"   2,11","   1,26",non,07604,2.11,1.26
AÏT BACHIR,Zahia,Mme,EXG,Extrême gauche,959,"   2,21","   1,32",non,07604,2.21,1.32
FRAU,Ginette,Mme,ECO,Ecologiste,263,"   0,61","   0,36",non,07604,0.61,0.36
MORIN,Julien,M.,MAJ,Majorité présidentielle,292,"   0,67","   0,40",non,07604,0.67,0.4
BOUILLON,Christophe,M.,SOC,Socialiste,21943,"  40,29","  24,63",Bal.,07605,40.29,24.63
POUSSIER,Marie-Agnès,Mme,UMP,Union pour un Mouvement Populaire,18315,"  33,63","  20,56",Bal.,07605,33.63,20.56
RIVIÈRE,Alain,M.,EXG,Extrême gauche,613,"   1,13","   0,68",non,07605,1.13,0.68
JOLY,Marie-Claude,Mme,FN,Front national,2448,"   4,50","   2,74",non,07605,4.5,2.74
CREVON,Jacques,M.,EXD,Extrême droite,306,"   0,56","   0,34",non,07605,0.56,0.34
LEHOUX,Michel,M.,CPNT,Chasse Pêche Nature Traditions,579,"   1,06","   0,65",non,07605,1.06,0.65
CASCELLA,Aldo,M.,EXG,Extrême gauche,1162,"   2,13","   1,30",non,07605,2.13,1.3
LECOEUR,Boris,M.,COM,Communiste,3165,"   5,81","   3,55",non,07605,5.81,3.55
BOUKHALFA,Samia,Mme,UDFD,UDF-Mouvement Démocrate,3367,"   6,18","   3,78",non,07605,6.18,3.78
PIEN,Thierry,M.,MAJ,Majorité présidentielle,279,"   0,51","   0,31",non,07605,0.51,0.31
BONINI,Marie-Thérèse,Mme,DIV,Divers,348,"   0,64","   0,39",non,07605,0.64,0.39
CARRIER,Jacques,M.,MPF,Mouvement pour la France,675,"   1,24","   0,75",non,07605,1.24,0.75
LUTZ,Claire,Mme,VEC,Les Verts,1256,"   2,31","   1,41",non,07605,2.31,1.41
MORELLE,Aquilino,M.,SOC,Socialiste,7437,"  16,41","   9,37",non,07606,16.41,9.37
DUMAINE,Anita,Mme,UDFD,UDF-Mouvement Démocrate,2506,"   5,53","   3,15",non,07606,5.53,3.15
LECOQ,Jean-Paul,M.,COM,Communiste,7585,"  16,74","   9,56",Bal.,07606,16.74,9.56
LEWI,Olivia,Mme,EXG,Extrême gauche,372,"   0,82","   0,46",non,07606,0.82,0.46
HERLIN,Alain,M.,FN,Front national,2244,"   4,95","   2,82",non,07606,4.95,2.82
BREANT,Véronique,Mme,EXG,Extrême gauche,793,"   1,75","   0,99",non,07606,1.75,0.99
GIRARDIN,Chantal,Mme,EXG,Extrême gauche,217,"   0,48","   0,27",non,07606,0.48,0.27
MERVILLE,Denis,M.,UMP,Union pour un Mouvement Populaire,17743,"  39,16","  22,36",Bal.,07606,39.16,22.36
ARGENTIN,Paulette,Mme,EXD,Extrême droite,243,"   0,54","   0,30",non,07606,0.54,0.3
FLAMBARD,Michel,M.,VEC,Les Verts,1163,"   2,57","   1,46",non,07606,2.57,1.46
DHAILLE,Paul,M.,RDG,Radical de gauche,3410,"   7,53","   4,29",non,07606,7.53,4.29
REGARD,Yann,M.,MPF,Mouvement pour la France,496,"   1,09","   0,62",non,07606,1.09,0.62
TOURNEBOEUF,Claude,Mme,DIV,Divers,146,"   0,32","   0,18",non,07606,0.32,0.18
BERTOIS,Brigitte,Mme,CPNT,Chasse Pêche Nature Traditions,955,"   2,11","   1,20",non,07606,2.11,1.2
BESSELAT,Jean-Yves,M.,UMP,Union pour un Mouvement Populaire,16033,"  48,04","  27,09",Bal.,07607,48.04,27.09
ARGENTIN,Myriam,Mme,COM,Communiste,1557,"   4,67","   2,63",non,07607,4.67,2.63
DUREL,Justin,M.,DIV,Divers,109,"   0,33","   0,18",non,07607,0.33,0.18
MOREAU,Christine,Mme,DVG,Divers gauche,223,"   0,67","   0,37",non,07607,0.67,0.37
VALLIN,Françoise,Mme,FN,Front national,1243,"   3,72","   2,10",non,07607,3.72,2.1
LONGUET,Sylvie,Mme,EXG,Extrême gauche,269,"   0,81","   0,45",non,07607,0.81,0.45
LOGIOU,Laurent,M.,SOC,Socialiste,7485,"  22,43","  12,64",Bal.,07607,22.43,12.64
LEROUX,François,M.,EXG,Extrême gauche,1052,"   3,15","   1,77",non,07607,3.15,1.77
LEROY,Annie,Mme,VEC,Les Verts,1283,"   3,84","   2,16",non,07607,3.84,2.16
MIGRAINE,Marc,M.,UDFD,UDF-Mouvement Démocrate,3296,"   9,88","   5,56",non,07607,9.88,5.56
FOUCHÉ-SAILLENFEST,Philippe,M.,EXD,Extrême droite,465,"   1,39","   0,78",non,07607,1.39,0.78
MARTINEZ,Guy,M.,DIV,Divers,144,"   0,43","   0,24",non,07607,0.43,0.24
MADELAINE,Stéphane,M.,DIV,Divers,170,"   0,51","   0,28",non,07607,0.51,0.28
POIRIER,Sylvain,M.,DVD,Divers droite,47,"   0,14","   0,07",non,07607,0.14,0.07
CAHIERRE,Agathe,Mme,UMP,Union pour un Mouvement Populaire,8683,"  34,34","  16,60",Bal.,07608,34.34,16.6
TOUZÉ,Jean-François,M.,FN,Front national,1755,"   6,94","   3,35",non,07608,6.94,3.35
SIMON,Sylviane,Mme,ECO,Ecologiste,329,"   1,30","   0,62",non,07608,1.3,0.62
PAUL,Daniel,M.,COM,Communiste,6369,"  25,19","  12,17",Bal.,07608,25.19,12.17
CHAKOUR-DJELTHIA,Abderrahmane,M.,DIV,Divers,81,"   0,32","   0,15",non,07608,0.32,0.15
PODGUSZER,Frédéric,M.,EXG,Extrême gauche,127,"   0,50","   0,24",non,07608,0.5,0.24
GROSSET,Rodolphe,M.,MAJ,Majorité présidentielle,166,"   0,66","   0,31",non,07608,0.66,0.31
HOUDOUIN,Gilles,M.,EXG,Extrême gauche,463,"   1,83","   0,88",non,07608,1.83,0.88
LEFEBVRE LE BRIQUER,Patrick,M.,EXG,Extrême gauche,131,"   0,52","   0,25",non,07608,0.52,0.25
SAINT MARTIN,Florent,M.,UDFD,UDF-Mouvement Démocrate,1271,"   5,03","   2,43",non,07608,5.03,2.43
LEUK,Jean-Denis,M.,RDG,Radical de gauche,336,"   1,33","   0,64",non,07608,1.33,0.64
DESCHAMPS,Jérôme,M.,VEC,Les Verts,447,"   1,77","   0,85",non,07608,1.77,0.85
DONFU,Eric,M.,DVG,Divers gauche,612,"   2,42","   1,17",non,07608,2.42,1.17
CONFAITS,Najwa,Mme,SOC,Socialiste,4512,"  17,85","   8,62",non,07608,17.85,8.62
DUCHEMIN,Daniel,M.,UDFD,UDF-Mouvement Démocrate,3683,"   7,05","   4,30",non,07609,7.05,4.3
FIDELIN,Daniel,M.,UMP,Union pour un Mouvement Populaire,24327,"  46,57","  28,45",Bal.,07609,46.57,28.45
ALLAIS,Frédéric,M.,EXG,Extrême gauche,624,"   1,19","   0,72",non,07609,1.19,0.72
TEXIER,Yves,M.,DVG,Divers gauche,229,"   0,44","   0,26",non,07609,0.44,0.26
ROBERT,Yves,M.,FN,Front national,1992,"   3,81","   2,33",non,07609,3.81,2.33
BLONDEL,Véronique,Mme,COM,Communiste,1650,"   3,16","   1,93",non,07609,3.16,1.93
LECARPENTIER,Cédric,M.,MPF,Mouvement pour la France,438,"   0,84","   0,51",non,07609,0.84,0.51
VITTRANT,Jean,M.,VEC,Les Verts,1654,"   3,17","   1,93",non,07609,3.17,1.93
MARIE,Andréa,Mme,EXD,Extrême droite,300,"   0,57","   0,35",non,07609,0.57,0.35
DAVEAU,Jean-Charles,M.,DVG,Divers gauche,191,"   0,37","   0,22",non,07609,0.37,0.22
RACÉ,François,M.,EXG,Extrême gauche,1444,"   2,76","   1,68",non,07609,2.76,1.68
GRELIER,Estelle,Mme,SOC,Socialiste,14228,"  27,24","  16,64",Bal.,07609,27.24,16.64
LE SUEUR,Pierrette,Mme,ECO,Ecologiste,479,"   0,92","   0,56",non,07609,0.92,0.56
FESTIN,Jairzino,M.,DIV,Divers,152,"   0,29","   0,17",non,07609,0.29,0.17
CARTON,Stéphanie,Mme,CPNT,Chasse Pêche Nature Traditions,847,"   1,62","   0,99",non,07609,1.62,0.99
BERNAVILLE,Denis,M.,EXD,Extrême droite,319,"   0,59","   0,37",non,07610,0.59,0.37
SULKOWSKI,Simon,M.,EXG,Extrême gauche,780,"   1,44","   0,91",non,07610,1.44,0.91
ROLLET,Jacques,M.,UDFD,UDF-Mouvement Démocrate,3339,"   6,16","   3,93",non,07610,6.16,3.93
TRASSY-PAILLOGUES,Alfred,M.,UMP,Union pour un Mouvement Populaire,26749,"  49,36","  31,53",Bal.,07610,49.36,31.53
LEBRUN,Jean,M.,FN,Front national,1885,"   3,48","   2,22",non,07610,3.48,2.22
KREIZEL-DEBLEDS,Malka,Mme,VEC,Les Verts,1237,"   2,28","   1,45",non,07610,2.28,1.45
LEMAISTRE,Grégoire,M.,MPF,Mouvement pour la France,538,"   0,99","   0,63",non,07610,0.99,0.63
DEREGNAUCOURT,Aimericque,M.,EXG,Extrême gauche,1398,"   2,58","   1,64",non,07610,2.58,1.64
FLAUX,Aline,Mme,COM,Communiste,1205,"   2,22","   1,42",non,07610,2.22,1.42
CHAUVEL,Dominique,Mme,SOC,Socialiste,15442,"  28,50","  18,20",Bal.,07610,28.5,18.2
LEGRAND,Odile,Mme,DIV,Divers,431,"   0,80","   0,50",non,07610,0.8,0.5
LEFEBVRE,Michel,M.,CPNT,Chasse Pêche Nature Traditions,865,"   1,60","   1,01",non,07610,1.6,1.01
BAZIN,Jean,M.,UMP,Union pour un Mouvement Populaire,16506,"  34,63","  21,83",Bal.,07611,34.63,21.83
JUMEL,Sébastien,M.,COM,Communiste,9544,"  20,03","  12,62",Bal.,07611,20.03,12.62
HUREL,Sandrine,Mme,SOC,Socialiste,10514,"  22,06","  13,90",Bal.,07611,22.06,13.9
PETITEVILLE,Michelle,Mme,EXG,Extrême gauche,442,"   0,93","   0,58",non,07611,0.93,0.58
DELAPORTE,Claude,M.,FN,Front national,1762,"   3,70","   2,33",non,07611,3.7,2.33
LEFEBVRE,Blandine,Mme,UDFD,UDF-Mouvement Démocrate,3287,"   6,90","   4,34",non,07611,6.9,4.34
HUE,Karine,Mme,EXD,Extrême droite,135,"   0,28","   0,17",non,07611,0.28,0.17
POULLET,Olivier,M.,EXG,Extrême gauche,308,"   0,65","   0,40",non,07611,0.65,0.4
BRISSET,Pascal,M.,EXG,Extrême gauche,687,"   1,44","   0,90",non,07611,1.44,0.9
BOULAN,Jean-Louis,M.,DIV,Divers,164,"   0,34","   0,21",non,07611,0.34,0.21
EUZENAT,Gilles,M.,VEC,Les Verts,751,"   1,58","   0,99",non,07611,1.58,0.99
DE COURTIVRON,Christian,M.,MPF,Mouvement pour la France,268,"   0,56","   0,35",non,07611,0.56,0.35
LEVEAU,Edouard,M.,DVD,Divers droite,2643,"   5,55","   3,49",non,07611,5.55,3.49
BOULOCHÉ,Marc,M.,CPNT,Chasse Pêche Nature Traditions,648,"   1,36","   0,85",non,07611,1.36,0.85
LE VERN,Marie,Mme,SOC,Socialiste,12954,"  27,88","  17,69",non,07612,27.88,17.69
ROBIN,Jean-Luc,M.,EXG,Extrême gauche,503,"   1,08","   0,68",non,07612,1.08,0.68
LEJEUNE,Michel,M.,UMP,Union pour un Mouvement Populaire,24372,"  52,45","  33,30",oui,07612,52.45,33.3
MOREAU,Carole,Mme,FN,Front national,2053,"   4,42","   2,80",non,07612,4.42,2.8
ARNOUX,Eric,M.,UDFD,UDF-Mouvement Démocrate,2185,"   4,70","   2,98",non,07612,4.7,2.98
HUVEY,Jérôme,M.,DIV,Divers,267,"   0,57","   0,36",non,07612,0.57,0.36
FOREST,Monique,Mme,EXD,Extrême droite,204,"   0,44","   0,27",non,07612,0.44,0.27
DEPERRAZ,Igor,M.,RDG,Radical de gauche,104,"   0,22","   0,14",non,07612,0.22,0.14
DUCELLIER-DESCHAMPS,Isabelle,Mme,VEC,Les Verts,775,"   1,67","   1,05",non,07612,1.67,1.05
LECONTE,Anne-Marie,Mme,COM,Communiste,807,"   1,74","   1,10",non,07612,1.74,1.1
BLANCKAERT-TILMONT,Sylvie,Mme,EXG,Extrême gauche,798,"   1,72","   1,09",non,07612,1.72,1.09
LE BONHOMME,Dominique,Mme,MPF,Mouvement pour la France,419,"   0,90","   0,57",non,07612,0.9,0.57
CARTON,Franck,M.,CPNT,Chasse Pêche Nature Traditions,633,"   1,36","   0,86",non,07612,1.36,0.86
FRAU,Christine,Mme,ECO,Ecologiste,390,"   0,84","   0,53",non,07612,0.84,0.53
BLUTEUX,Corinne,Mme,COM,Communiste,1315,"   2,69","   1,48",non,07701,2.69,1.48
RASCOVSCHI,Catherine,Mme,EXD,Extrême droite,309,"   0,63","   0,34",non,07701,0.63,0.34
RICHARD,Jean-Michel,M.,EXG,Extrême gauche,1289,"   2,64","   1,45",non,07701,2.64,1.45
LEBOIS,Gaston,M.,DIV,Divers,282,"   0,58","   0,31",non,07701,0.58,0.31
VAN CAUTEREN,Catherine,Mme,EXG,Extrême gauche,317,"   0,65","   0,35",non,07701,0.65,0.35
MAGNIEN,Pierrette,Mme,FN,Front national,1879,"   3,84","   2,12",non,07701,3.84,2.12
PICHERY,Marie-Line,Mme,SOC,Socialiste,11692,"  23,91","  13,20",Bal.,07701,23.91,13.2
BRULE,Jean-Marc,M.,VEC,Les Verts,2231,"   4,56","   2,52",non,07701,4.56,2.52
ZANIFE,Dawé,M.,ECO,Ecologiste,401,"   0,82","   0,45",non,07701,0.82,0.45
LUQUET,Aude,Mme,UDFD,UDF-Mouvement Démocrate,5174,"  10,58","   5,84",non,07701,10.58,5.84
MIGNON,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,24021,"  49,11","  27,13",Bal.,07701,49.11,27.13
RENAUD-TOUCHARD,Nelly,Mme,SOC,Socialiste,8422,"  18,23","  10,89",non,07702,18.23,10.89
D'HERBAIS,Marie,Mme,FN,Front national,2126,"   4,60","   2,75",non,07702,4.6,2.75
FERARD,Jérôme,M.,EXG,Extrême gauche,1160,"   2,51","   1,50",non,07702,2.51,1.5
DAUPIAS,Francine,Mme,COM,Communiste,898,"   1,94","   1,16",non,07702,1.94,1.16
SANGUINETTI,Dominique,Mme,EXD,Extrême droite,201,"   0,44","   0,26",non,07702,0.44,0.26
GOUELLE,Géraldine,Mme,EXG,Extrême gauche,404,"   0,87","   0,52",non,07702,0.87,0.52
CHAMAYOU,Jean-Pierre,M.,MPF,Mouvement pour la France,457,"   0,99","   0,59",non,07702,0.99,0.59
GEFFROY,Marie-Lise,Mme,DIV,Divers,440,"   0,95","   0,56",non,07702,0.95,0.56
PAYS,Liliane,Mme,VEC,Les Verts,1689,"   3,66","   2,18",non,07702,3.66,2.18
JULIA,Didier,M.,UMP,Union pour un Mouvement Populaire,16192,"  35,04","  20,95",Bal.,07702,35.04,20.95
VALLETOUX,Frédéric,M.,DVD,Divers droite,9805,"  21,22","  12,68",Bal.,07702,21.22,12.68
NAPOLEON,Charles,M.,UDFD,UDF-Mouvement Démocrate,4046,"   8,76","   5,23",non,07702,8.76,5.23
BAUDRILLART,Valérie,Mme,CPNT,Chasse Pêche Nature Traditions,365,"   0,79","   0,47",non,07702,0.79,0.47
POCHON,Thierry,M.,EXD,Extrême droite,362,"   0,81","   0,47",non,07703,0.81,0.47
JEGO,Yves,M.,UMP,Union pour un Mouvement Populaire,22178,"  49,65","  28,97",Bal.,07703,49.65,28.97
AUCOUTURIER,Alain,M.,EXG,Extrême gauche,231,"   0,52","   0,30",non,07703,0.52,0.3
SICRE,Annie,Mme,EXG,Extrême gauche,1112,"   2,49","   1,45",non,07703,2.49,1.45
JALKH,Jean-François,M.,FN,Front national,2151,"   4,82","   2,80",non,07703,4.82,2.8
CARASSUS,Pierre,M.,DVG,Divers gauche,4931,"  11,04","   6,44",non,07703,11.04,6.44
GUERRIER,Jean-Louis,M.,EXG,Extrême gauche,378,"   0,85","   0,49",non,07703,0.85,0.49
JOGUET,Carole,Mme,MPF,Mouvement pour la France,447,"   1,00","   0,58",non,07703,1.0,0.58
SEPTIERS,Patrick,M.,UDFD,UDF-Mouvement Démocrate,4938,"  11,05","   6,45",non,07703,11.05,6.45
CATY,Solange,Mme,DIV,Divers,246,"   0,55","   0,32",non,07703,0.55,0.32
LIPIETZ,Hélène,Mme,VEC,Les Verts,1824,"   4,08","   2,38",non,07703,4.08,2.38
NAIR,Sami,M.,DVG,Divers gauche,5870,"  13,14","   7,66",Bal.,07703,13.14,7.66
ROSSIERE-ROLLIN,Serge,M.,SOC,Socialiste,9236,"  18,83","  11,23",non,07704,18.83,11.23
JACOB,Christian,M.,UMP,Union pour un Mouvement Populaire,26813,"  54,67","  32,62",oui,07704,54.67,32.62
ABERLEN,Pascal,M.,FN,Front national,3024,"   6,17","   3,67",non,07704,6.17,3.67
COLLET,Albert,M.,EXD,Extrême droite,330,"   0,67","   0,40",non,07704,0.67,0.4
ANAZONWU,Armelle,Mme,DIV,Divers,326,"   0,66","   0,39",non,07704,0.66,0.39
THIANT,Nadine,Mme,EXG,Extrême gauche,1158,"   2,36","   1,40",non,07704,2.36,1.4
BENOIT,Jacques,M.,UDFD,UDF-Mouvement Démocrate,3275,"   6,68","   3,98",non,07704,6.68,3.98
JEROME,Simone,Mme,COM,Communiste,1739,"   3,55","   2,11",non,07704,3.55,2.11
FERRARI,Stéphane,M.,VEC,Les Verts,1470,"   3,00","   1,78",non,07704,3.0,1.78
FRANCESCHINA,Serge,M.,EXG,Extrême gauche,370,"   0,75","   0,45",non,07704,0.75,0.45
VAN KEMPEN,Marie-Christine,Mme,MPF,Mouvement pour la France,563,"   1,15","   0,68",non,07704,1.15,0.68
LANDRY,Alain,M.,CPNT,Chasse Pêche Nature Traditions,737,"   1,50","   0,89",non,07704,1.5,0.89
RICHARD,Marie,Mme,SOC,Socialiste,12864,"  24,60","  13,87",Bal.,07705,24.6,13.87
LEFEVRE,René,M.,EXD,Extrême droite,344,"   0,66","   0,37",non,07705,0.66,0.37
BRUNEAU,Alain,M.,FN,Front national,3055,"   5,84","   3,29",non,07705,5.84,3.29
RIESTER,Franck,M.,UMP,Union pour un Mouvement Populaire,25409,"  48,58","  27,40",Bal.,07705,48.58,27.4
TREGOAT,Yvon,M.,VEC,Les Verts,1389,"   2,66","   1,49",non,07705,2.66,1.49
CARREZ,Danièle,Mme,MPF,Mouvement pour la France,776,"   1,48","   0,83",non,07705,1.48,0.83
GLOESS,Jean-François,M.,EXG,Extrême gauche,236,"   0,45","   0,25",non,07705,0.45,0.25
ARZEL,Nolwenn,Mme,EXG,Extrême gauche,1309,"   2,50","   1,41",non,07705,2.5,1.41
CHARLIER,Joëlle,Mme,DVD,Divers droite,758,"   1,45","   0,81",non,07705,1.45,0.81
PATRON,Jacky,M.,DIV,Divers,316,"   0,60","   0,34",non,07705,0.6,0.34
MAUREL,Franck,M.,EXG,Extrême gauche,368,"   0,70","   0,39",non,07705,0.7,0.39
MOLLET-LIDY,Josy,Mme,UDFD,UDF-Mouvement Démocrate,3925,"   7,50","   4,23",non,07705,7.5,4.23
YATES,Russell,M.,COM,Communiste,1054,"   2,02","   1,13",non,07705,2.02,1.13
GARBELL,Camille,M.,ECO,Ecologiste,500,"   0,96","   0,53",non,07705,0.96,0.53
OUDIN,Jacques,M.,EXD,Extrême droite,287,"   0,61","   0,35",non,07706,0.61,0.35
ARNAUTU,Marie-Christine,Mme,FN,Front national,2642,"   5,62","   3,22",non,07706,5.62,3.22
COPE,Jean-François,M.,UMP,Union pour un Mouvement Populaire,25489,"  54,26","  31,15",oui,07706,54.26,31.15
MARTIN,Georges,M.,MPF,Mouvement pour la France,317,"   0,67","   0,38",non,07706,0.67,0.38
HARLE,Eric,M.,ECO,Ecologiste,532,"   1,13","   0,65",non,07706,1.13,0.65
MULLER,Alain,M.,EXG,Extrême gauche,155,"   0,33","   0,18",non,07706,0.33,0.18
FISCHER,Olivier,M.,DIV,Divers,206,"   0,44","   0,25",non,07706,0.44,0.25
BONTOUX,Jean-Pierre,M.,COM,Communiste,3711,"   7,90","   4,53",non,07706,7.9,4.53
GEORGES,Jean-Marc,M.,EXG,Extrême gauche,773,"   1,65","   0,94",non,07706,1.65,0.94
PAPIN,Monique,Mme,SOC,Socialiste,8839,"  18,82","  10,80",non,07706,18.82,10.8
NOUVION,Julie,Mme,VEC,Les Verts,948,"   2,02","   1,15",non,07706,2.02,1.15
MILLOT,Georges,M.,EXG,Extrême gauche,355,"   0,76","   0,43",non,07706,0.76,0.43
PERAN,Yannick,M.,UDFD,UDF-Mouvement Démocrate,2721,"   5,79","   3,32",non,07706,5.79,3.32
BEUNECHE,Jacques,M.,EXG,Extrême gauche,392,"   0,80","   0,44",non,07707,0.8,0.44
SANCHEZ,Julien,M.,FN,Front national,2628,"   5,33","   2,96",non,07707,5.33,2.96
THELOT,Emilie,Mme,MPF,Mouvement pour la France,761,"   1,54","   0,85",non,07707,1.54,0.85
JOUANNEAU,Catherine,Mme,EXG,Extrême gauche,997,"   2,02","   1,12",non,07707,2.02,1.12
ANGELI,Sylvie,Mme,UDFD,UDF-Mouvement Démocrate,4247,"   8,61","   4,79",non,07707,8.61,4.79
DESSERRE,Marie-Agnès,Mme,DIV,Divers,334,"   0,68","   0,37",non,07707,0.68,0.37
BREHIER,Emeric,M.,SOC,Socialiste,12245,"  24,84","  13,81",Bal.,07707,24.84,13.81
GIAMMERTINI,Simone,Mme,EXD,Extrême droite,359,"   0,73","   0,40",non,07707,0.73,0.4
ALBARELLO,Yves,M.,UMP,Union pour un Mouvement Populaire,22880,"  46,41","  25,81",Bal.,07707,46.41,25.81
FERRAND,Jean-Marc,M.,COM,Communiste,2024,"   4,11","   2,28",non,07707,4.11,2.28
JALLAS,Thierry,M.,DVD,Divers droite,160,"   0,32","   0,18",non,07707,0.32,0.18
GILBERT,Cécile,Mme,VEC,Les Verts,1778,"   3,61","   2,00",non,07707,3.61,2.0
THOMAS,Ghyslaine,Mme,ECO,Ecologiste,497,"   1,01","   0,56",non,07707,1.01,0.56
BRUNEL,Chantal,Mme,UMP,Union pour un Mouvement Populaire,28186,"  46,27","  25,32",Bal.,07708,46.27,25.32
FAURE,Olivier,M.,SOC,Socialiste,17698,"  29,05","  15,89",Bal.,07708,29.05,15.89
PROST,Emmanuel,M.,DVD,Divers droite,194,"   0,32","   0,17",non,07708,0.32,0.17
BERNARD,Didier,M.,ECO,Ecologiste,981,"   1,61","   0,88",non,07708,1.61,0.88
DELIMARD,Gérard,M.,EXG,Extrême gauche,334,"   0,55","   0,30",non,07708,0.55,0.3
DESTERE,Jacques,M.,MPF,Mouvement pour la France,494,"   0,81","   0,44",non,07708,0.81,0.44
BRINON,Jean-Paul,M.,EXG,Extrême gauche,1413,"   2,32","   1,26",non,07708,2.32,1.26
ROTH,Roger,M.,DIV,Divers,407,"   0,67","   0,36",non,07708,0.67,0.36
FUCHS,Sylvie,Mme,COM,Communiste,2184,"   3,58","   1,96",non,07708,3.58,1.96
FONTAN,Marie,Mme,EXD,Extrême droite,258,"   0,42","   0,23",non,07708,0.42,0.23
PARODI,Antoine,M.,VEC,Les Verts,1693,"   2,78","   1,52",non,07708,2.78,1.52
PONT,Lionel,M.,RDG,Radical de gauche,177,"   0,29","   0,15",non,07708,0.29,0.15
CALVET,Jean,M.,UDFD,UDF-Mouvement Démocrate,4832,"   7,93","   4,34",non,07708,7.93,4.34
CAILLABOUX,Robert,M.,FN,Front national,2071,"   3,40","   1,86",non,07708,3.4,1.86
GEOFFROY,Guy,M.,UMP,Union pour un Mouvement Populaire,28399,"  47,09","  26,43",Bal.,07709,47.09,26.43
HEUCLIN,Jacques,M.,SOC,Socialiste,16919,"  28,06","  15,75",Bal.,07709,28.06,15.75
CLEMENT-LAUNAY,Martine,Mme,FN,Front national,2917,"   4,84","   2,71",non,07709,4.84,2.71
BRENET,Arlette,Mme,EXD,Extrême droite,305,"   0,51","   0,28",non,07709,0.51,0.28
FERRET,Thierry,M.,MPF,Mouvement pour la France,696,"   1,15","   0,64",non,07709,1.15,0.64
CHAULEY,Rolande,Mme,EXG,Extrême gauche,1637,"   2,71","   1,52",non,07709,2.71,1.52
ROMET,Frédéric,M.,DIV,Divers,329,"   0,55","   0,30",non,07709,0.55,0.3
TSEVERY,Michèle,Mme,VEC,Les Verts,1767,"   2,93","   1,64",non,07709,2.93,1.64
DE LA TORRE,Anne,Mme,EXG,Extrême gauche,429,"   0,71","   0,39",non,07709,0.71,0.39
BLOCIER,Antoine,M.,COM,Communiste,1382,"   2,29","   1,28",non,07709,2.29,1.28
LAGARDE,Jocelyne,Mme,ECO,Ecologiste,684,"   1,13","   0,63",non,07709,1.13,0.63
GUILLO,Yannick,M.,UDFD,UDF-Mouvement Démocrate,4841,"   8,03","   4,50",non,07709,8.03,4.5
BAYVET,Michel,M.,FN,Front national,2241,"   3,91","   2,44",non,07801,3.91,2.44
ROZE,Jacques,M.,MPF,Mouvement pour la France,2592,"   4,52","   2,83",non,07801,4.52,2.83
FRANQUET,Michel,M.,DIV,Divers,846,"   1,47","   0,92",non,07801,1.47,0.92
PINTE,Etienne,M.,UMP,Union pour un Mouvement Populaire,26751,"  46,62","  29,22",Bal.,07801,46.62,29.22
JEGOU,Yves,M.,EXD,Extrême droite,345,"   0,60","   0,37",non,07801,0.6,0.37
BEDAGUE,Florence,Mme,EXG,Extrême gauche,360,"   0,63","   0,39",non,07801,0.63,0.39
MANCEAU ,Jean-Luc,M.,VEC,Les Verts,2619,"   4,56","   2,86",non,07801,4.56,2.86
CHARLES,Rita,Mme,EXG,Extrême gauche,1074,"   1,87","   1,17",non,07801,1.87,1.17
